entry,recipient_id,recorded_date,duration_s,progress,module,question_id,answer
50,74,2022-03-11T14:19:51Z,16,100,4,eval4_5,4
51,62,2022-03-11T14:38:39Z,16,100,4,eval4_1,5
52,62,2022-03-11T14:38:39Z,16,100,4,eval4_2,4
53,62,2022-03-11T14:38:39Z,16,100,4,eval4_3,5
54,62,2022-03-11T14:38:39Z,16,100,4,eval4_4,2
55,62,2022-03-11T14:38:39Z,16,100,4,eval4_5,5
56,27,2022-03-11T14:59:59Z,20,100,4,eval4_1,5
57,27,2022-03-11T14:59:59Z,20,100,4,eval4_2,5
58,27,2022-03-11T14:59:59Z,20,100,4,eval4_3,5
59,27,2022-03-11T14:59:59Z,20,100,4,eval4_4,5
60,27,2022-03-11T14:59:59Z,20,100,4,eval4_5,5
61,5,2022-03-11T15:27:05Z,8,100,4,eval4_1,5
62,5,2022-03-11T15:27:05Z,8,100,4,eval4_2,5
63,5,2022-03-11T15:27:05Z,8,100,4,eval4_3,5
64,5,2022-03-11T15:27:05Z,8,100,4,eval4_4,5
65,5,2022-03-11T15:27:05Z,8,100,4,eval4_5,5
66,61,2022-03-11T15:30:39Z,39,100,4,eval4_1,5
67,61,2022-03-11T15:30:39Z,39,100,4,eval4_2,5
68,61,2022-03-11T15:30:39Z,39,100,4,eval4_3,5
69,61,2022-03-11T15:30:39Z,39,100,4,eval4_4,5
70,61,2022-03-11T15:30:39Z,39,100,4,eval4_5,5
71,31,2022-03-11T15:45:32Z,26,100,4,eval4_1,2
72,31,2022-03-11T15:45:32Z,26,100,4,eval4_2,4
73,31,2022-03-11T15:45:32Z,26,100,4,eval4_3,4
74,31,2022-03-11T15:45:32Z,26,100,4,eval4_4,3
75,31,2022-03-11T15:45:32Z,26,100,4,eval4_5,4
76,71,2022-03-11T17:09:49Z,53,100,4,eval4_1,5
77,71,2022-03-11T17:09:49Z,53,100,4,eval4_2,4
78,71,2022-03-11T17:09:49Z,53,100,4,eval4_3,5
79,71,2022-03-11T17:09:49Z,53,100,4,eval4_4,5
80,71,2022-03-11T17:09:49Z,53,100,4,eval4_5,4
81,1,2022-03-12T09:57:59Z,18,100,4,eval4_1,5
82,1,2022-03-12T09:57:59Z,18,100,4,eval4_2,5
83,1,2022-03-12T09:57:59Z,18,100,4,eval4_3,5
84,1,2022-03-12T09:57:59Z,18,100,4,eval4_4,5
85,1,2022-03-12T09:57:59Z,18,100,4,eval4_5,5
86,32,2022-03-12T11:17:11Z,45,100,4,eval4_1,4
87,32,2022-03-12T11:17:11Z,45,100,4,eval4_2,3
88,32,2022-03-12T11:17:11Z,45,100,4,eval4_3,4
89,32,2022-03-12T11:17:11Z,45,100,4,eval4_4,4
90,32,2022-03-12T11:17:11Z,45,100,4,eval4_5,3
91,60,2022-03-14T06:42:51Z,37,100,4,eval4_1,3
92,60,2022-03-14T06:42:51Z,37,100,4,eval4_2,3
93,60,2022-03-14T06:42:51Z,37,100,4,eval4_3,2
94,60,2022-03-14T06:42:51Z,37,100,4,eval4_4,2
95,60,2022-03-14T06:42:51Z,37,100,4,eval4_5,2
96,66,2022-03-14T08:16:24Z,20,100,4,eval4_1,4
97,66,2022-03-14T08:16:24Z,20,100,4,eval4_2,4
98,66,2022-03-14T08:16:24Z,20,100,4,eval4_3,5
99,66,2022-03-14T08:16:24Z,20,100,4,eval4_4,5
100,66,2022-03-14T08:16:24Z,20,100,4,eval4_5,5
101,49,2022-03-14T09:08:51Z,41,100,4,eval4_1,2
102,49,2022-03-14T09:08:51Z,41,100,4,eval4_2,3
103,49,2022-03-14T09:08:51Z,41,100,4,eval4_3,4
104,49,2022-03-14T09:08:51Z,41,100,4,eval4_4,3
105,49,2022-03-14T09:08:51Z,41,100,4,eval4_5,3
106,38,2022-03-14T09:53:02Z,23,100,4,eval4_1,4
107,38,2022-03-14T09:53:02Z,23,100,4,eval4_2,4
108,38,2022-03-14T09:53:02Z,23,100,4,eval4_3,4
109,38,2022-03-14T09:53:02Z,23,100,4,eval4_4,4
110,38,2022-03-14T09:53:02Z,23,100,4,eval4_5,4
111,54,2022-03-14T09:59:04Z,90,100,4,eval4_1,3
112,54,2022-03-14T09:59:04Z,90,100,4,eval4_2,4
113,54,2022-03-14T09:59:04Z,90,100,4,eval4_3,3
114,54,2022-03-14T09:59:04Z,90,100,4,eval4_4,3
115,54,2022-03-14T09:59:04Z,90,100,4,eval4_5,3
116,53,2022-03-14T12:46:00Z,79,100,4,eval4_1,4
117,53,2022-03-14T12:46:00Z,79,100,4,eval4_2,4
118,53,2022-03-14T12:46:00Z,79,100,4,eval4_3,
119,53,2022-03-14T12:46:00Z,79,100,4,eval4_4,4
120,53,2022-03-14T12:46:00Z,79,100,4,eval4_5,4
121,55,2022-03-14T22:18:56Z,30232,100,4,eval4_1,3
122,55,2022-03-14T22:18:56Z,30232,100,4,eval4_2,4
123,55,2022-03-14T22:18:56Z,30232,100,4,eval4_3,5
124,55,2022-03-14T22:18:56Z,30232,100,4,eval4_4,4
125,55,2022-03-14T22:18:56Z,30232,100,4,eval4_5,4
126,45,2022-03-15T11:43:24Z,33,100,4,eval4_1,4
127,45,2022-03-15T11:43:24Z,33,100,4,eval4_2,4
128,45,2022-03-15T11:43:24Z,33,100,4,eval4_3,4
129,45,2022-03-15T11:43:24Z,33,100,4,eval4_4,4
130,45,2022-03-15T11:43:24Z,33,100,4,eval4_5,4
131,65,2022-03-15T12:12:21Z,29,100,4,eval4_1,5
132,65,2022-03-15T12:12:21Z,29,100,4,eval4_2,5
133,65,2022-03-15T12:12:21Z,29,100,4,eval4_3,5
134,65,2022-03-15T12:12:21Z,29,100,4,eval4_4,5
135,65,2022-03-15T12:12:21Z,29,100,4,eval4_5,5
136,44,2022-03-15T18:31:34Z,38,100,4,eval4_1,4
137,44,2022-03-15T18:31:34Z,38,100,4,eval4_2,4
138,44,2022-03-15T18:31:34Z,38,100,4,eval4_3,3
139,44,2022-03-15T18:31:34Z,38,100,4,eval4_4,3
140,44,2022-03-15T18:31:34Z,38,100,4,eval4_5,3
141,43,2022-03-16T20:14:30Z,30,100,4,eval4_1,5
142,43,2022-03-16T20:14:30Z,30,100,4,eval4_2,5
143,43,2022-03-16T20:14:30Z,30,100,4,eval4_3,5
144,43,2022-03-16T20:14:30Z,30,100,4,eval4_4,5
145,43,2022-03-16T20:14:30Z,30,100,4,eval4_5,5
146,87,2022-03-17T10:43:22Z,115,100,4,eval4_1,5
147,87,2022-03-17T10:43:22Z,115,100,4,eval4_2,5
148,87,2022-03-17T10:43:22Z,115,100,4,eval4_3,5
149,87,2022-03-17T10:43:22Z,115,100,4,eval4_4,5
150,87,2022-03-17T10:43:22Z,115,100,4,eval4_5,5
151,80,2022-03-21T17:36:58Z,190,100,4,eval4_1,5
152,80,2022-03-21T17:36:58Z,190,100,4,eval4_2,5
153,80,2022-03-21T17:36:58Z,190,100,4,eval4_3,5
154,80,2022-03-21T17:36:58Z,190,100,4,eval4_4,5
155,80,2022-03-21T17:36:58Z,190,100,4,eval4_5,5
