"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele","scicomm","isl","after_school"
58,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,1,0,0,0
31,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,3,0,0,0,0
31,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,0,0,0,0
31,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,0,0,0,0
31,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3,0,0,0,0
47,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,0,1,0,0
47,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,3,0,1,0,0
47,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,4,0,1,0,0
47,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3,0,1,0,0
96,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,0,0,1,0
96,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,0,0,1,0
96,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,3,0,0,1,0
96,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,0,0,1,0
26,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,0,0,0
26,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
26,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,3,1,0,0,0
26,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,2,1,0,0,0
73,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,5,1,1,1,0
73,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,3,1,1,1,0
73,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,4,1,1,1,0
73,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1,1,1,1,0
38,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,0,0
38,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
38,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,4,1,0,0,0
38,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,4,1,0,0,0
68,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,0,1,0
68,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,1,0
68,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,0,1,0
68,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3,1,0,1,0
36,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",1,4,1,1,0,0
36,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,3,1,1,0,0
36,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",5,3,1,1,0,0
36,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,1,1,1,0,0
74,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,1,0,0
74,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,1,1,0,0
74,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",5,4,1,1,0,0
74,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,4,1,1,0,0
71,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,5,1,0,0,0
71,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
71,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,0,0,0
71,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,1,1,0,0,0
60,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,3,0,0,0,0
60,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,0,0,0,0
60,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1,0,0,0,0
60,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,4,0,0,0,0
40,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,0,0,0
40,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
40,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,4,1,0,0,0
40,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,3,1,0,0,0
53,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",5,5,1,1,0,0
53,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,1,0,0
53,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,3,1,1,0,0
53,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,3,1,1,0,0
24,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,0,0
24,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,1,0,0,0
24,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,0,0,0
24,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,1,0,0,0
44,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,0,1,0,0
44,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,0,1,0,0
44,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,0,1,0,0
44,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,3,0,1,0,0
43,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,0,0,0,0
43,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,0,0,0,0
43,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2,0,0,0,0
43,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,0,0,0,0
45,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,1,1,1
45,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,1,1,1
45,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,1,1,1
45,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,1,1,1,1
48,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,0,0,1,0
48,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,0,0,1,0
48,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,0,0,1,0
48,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,0,0,1,0
54,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,1,1,1
54,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,1,1,1
54,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,1,1,1
54,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,1,1,1,1
87,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,0,1,0,0
87,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,3,0,1,0,0
87,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,0,1,0,0
87,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,3,0,1,0,0
62,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",2,NULL,0,0,0,1
62,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,NULL,0,0,0,1
62,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,NULL,0,0,0,1
55,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",1,4,1,0,0,0
55,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",2,4,1,0,0,0
55,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,4,1,0,0,0
55,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,2,1,0,0,0
61,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,1,1,0
61,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,1,1,0
61,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2,1,1,1,0
61,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1,1,1,1,0
32,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,1,0,0,1
32,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",2,3,1,0,0,1
32,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,0,0,1
32,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,3,1,0,0,1
83,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,0,0,0
83,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
83,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,0,0,0
83,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1,1,0,0,0
85,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,0,0,1,0
85,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,5,0,0,1,0
85,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,3,0,0,1,0
85,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1,0,0,1,0
103,"Spring 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,0,0,0,0
103,"Spring 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,0,0,0,0
103,"Spring 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,3,0,0,0,0
103,"Spring 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,0,0,0,0
81,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,0,0
81,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
81,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,0,0,0
81,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,3,1,0,0,0
30,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,0,0
30,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
30,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,0,0,0
30,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,1,0,0,0
21,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,0,0,0,0
21,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,0,0,0,0
21,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,0,0,0,0
21,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,0,0,0,0
