"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele","scicomm","isl","after_school"
1,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,1,0,0,0
58,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,0,0,0
58,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,2,1,0,0,0
58,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,1,0,0,0
58,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,1,0,0,0
31,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,0,0,0,0
31,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,2,0,0,0,0
31,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,0,0,0
31,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,0,0,0,0
47,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,3,0,1,0,0
47,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,2,0,1,0,0
47,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,1,0,0
47,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,3,0,1,0,0
96,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,0,0,1,0
96,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,0,0,1,0
96,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,0,0,1,0
96,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,0,0,1,0
26,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,2,1,0,0,0
26,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,2,1,0,0,0
26,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,3,1,0,0,0
26,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,3,1,0,0,0
73,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,1,1,0
73,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,1,1,1,0
73,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,1,1,1,0
73,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,4,2,1,1,1,0
38,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,3,1,0,0,0
38,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,3,1,0,0,0
38,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,1,3,1,0,0,0
38,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,3,1,0,0,0
68,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,1,1,0,1,0
68,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,1,0,1,0
68,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,0,1,0
68,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,1,0,1,0
36,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,4,4,1,1,0,0
36,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,4,4,1,1,0,0
36,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,1,0,0
36,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,2,1,1,0,0
74,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,1,0,0
74,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,1,1,0,0
74,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,1,0,0
74,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,2,1,1,0,0
71,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,4,3,1,0,0,0
71,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,4,4,1,0,0,0
71,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,3,1,0,0,0
71,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,1,0,0,0
60,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,2,0,0,0,0
60,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,4,3,0,0,0,0
60,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,3,0,0,0,0
60,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,4,4,0,0,0,0
40,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,0,0,0
40,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,1,0,0,0
40,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,0,0,0
40,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,1,0,0,0
53,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,1,0,0
53,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,1,1,0,0
53,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,1,2,1,1,0,0
53,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,3,1,1,0,0
24,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,0,0,0
24,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,1,0,0,0
24,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,0,0,0
24,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,3,1,0,0,0
44,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,0,1,0,0
44,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,1,0,0
44,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,1,0,0
44,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,3,0,1,0,0
43,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,0,0,0,0
43,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,0,0,0
43,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,0,0,0,0
43,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,3,0,0,0,0
45,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,1,1,1,1
45,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,1,1,1
45,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,3,1,1,1,1
45,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,3,1,1,1,1
48,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,0,0,1,0
48,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,3,0,0,1,0
48,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,3,2,0,0,1,0
48,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,1,0,0,1,0
54,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,2,1,1,1,1
54,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,2,1,1,1,1
54,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,1,1,1
54,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,1,1,1,1
87,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,0,1,0,0
87,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,1,0,0
87,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,1,0,0
87,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,0,1,0,0
62,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,NULL,0,0,0,1
62,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,4,NULL,0,0,0,1
62,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,NULL,0,0,0,1
55,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,2,1,0,0,0
55,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,2,1,0,0,0
55,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,4,4,1,0,0,0
55,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,1,1,0,0,0
61,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,1,1,0
61,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,1,1,1,0
61,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,1,1,0
61,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,1,1,1,0
32,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,2,1,0,0,1
32,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,0,0,1
32,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,1,0,0,1
32,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,3,1,0,0,1
83,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,2,1,0,0,0
83,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,1,0,0,0
83,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,1,0,0,0
83,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,1,1,0,0,0
85,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,0,0,1,0
85,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,0,0,1,0
85,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,0,0,1,0
85,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,0,0,1,0
103,"Spring 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,0,0,0,0
103,"Spring 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,0,0,0
103,"Spring 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,0,0,0,0
103,"Spring 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,1,0,0,0,0
81,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,3,1,0,0,0
81,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,4,1,0,0,0
81,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,4,4,1,0,0,0
81,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,1,0,0,0
30,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,1,0,0,0
30,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,1,0,0,0
30,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,0,0,0
30,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,1,0,0,0
21,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,3,0,0,0,0
21,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,0,0,0,0
21,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,3,4,0,0,0,0
21,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,0,0,0,0
82,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,4,2,1,0,1,0
82,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,4,2,1,0,1,0
82,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,4,2,1,0,1,0
82,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,4,2,1,0,1,0
67,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,0,0,0
67,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,1,1,1,0,0,0
67,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,0,0,0
67,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,1,0,0,0
25,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,0,0,0,0
25,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,0,0,0,0
25,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,0,0,0,0
25,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,4,4,0,0,0,0
106,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,0,0,1,0
106,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,0,0,1,0
106,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,0,0,1,0
106,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,0,0,1,0
20,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,2,0,1,1,0
20,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,2,0,1,1,0
20,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,4,3,0,1,1,0
20,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,0,1,1,0
15,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,2,2,1,0,0,0
15,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,0,0,0
15,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,1,0,0,0
15,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,1,0,0,0
14,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,3,2,1,1,1,1
14,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,1,1,1,1
14,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,1,1,1,1
14,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,2,1,1,1,1
41,"Fall 2022","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,0,1,0,0
41,"Fall 2022","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,1,0,1,0,0
41,"Fall 2022","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,1,0,1,0,0
41,"Fall 2022","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,3,2,0,1,0,0
75,"Spring 2023","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,2,0,1,1,0
75,"Spring 2023","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,2,0,1,1,0
75,"Spring 2023","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,3,2,0,1,1,0
75,"Spring 2023","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,2,2,0,1,1,0
64,"Spring 2023","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,1,1,0
64,"Spring 2023","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,3,3,1,1,1,0
64,"Spring 2023","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,1,1,0
64,"Spring 2023","prepost18","How confident are you in working with kids?","Scale","Very confident","Somewhat confident","A little confident","Not at all confident",NULL,1,1,1,1,1,0
86,"Spring 2023","prepost15","How comfortable do you feel presenting to groups?","Scale","Very comfortable","Somewhat comfortable","A little comfortable","Not at all comfortable",NULL,1,1,1,1,1,1
86,"Spring 2023","prepost16","How much do you like presenting to groups?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,1,1,1
86,"Spring 2023","prepost17","How much do you feel you're a role model?","Scale","A lot","Some ","A little","Not at all",NULL,2,2,1,1,1,1
