"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele"
68,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
68,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
68,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
58,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
57,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
57,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
57,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
57,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
61,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
61,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
61,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
61,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
61,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
5,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
31,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
31,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,0
31,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
40,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
36,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
36,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
36,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
36,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
36,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
1,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
1,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
1,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
1,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
73,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
66,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
55,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
90,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
90,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
90,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
90,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
87,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
43,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
43,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,0
83,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
83,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
30,"Fall 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
81,"Fall 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
81,"Fall 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
20,"Fall 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
20,"Fall 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
15,"Fall 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
15,"Fall 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
15,"Fall 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
15,"Fall 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
25,"Fall 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,0
25,"Fall 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,0
25,"Fall 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
25,"Fall 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,1,0
14,"Fall 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
14,"Fall 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
14,"Fall 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
67,"Fall 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
67,"Fall 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
67,"Fall 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
67,"Fall 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
106,"Fall 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
106,"Fall 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,0
86,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
35,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
35,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
35,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
108,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,1,0
108,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,1,0
108,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,1,0
108,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,1,0
108,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,1,0
52,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
46,"Spring 2023","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,1,1
46,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
46,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
46,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
46,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
46,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
88,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
88,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
88,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
88,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
88,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
51,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
4,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
4,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
4,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
11,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
11,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
11,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
64,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
64,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
64,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
64,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
64,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
28,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
28,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
28,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
28,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
6,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
6,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,1,1
6,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
6,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
37,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
37,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
37,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
34,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
34,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
34,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
34,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
23,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,1,1
23,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
23,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
23,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
23,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
78,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
78,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
78,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
78,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
78,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
89,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
89,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
89,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
89,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,1,1
24,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
24,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
47,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
47,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
47,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
74,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
68,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
58,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
58,"Spring 2022","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
58,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
58,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
26,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
26,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
